OTU ID	SLCLTFP001	SLCLTFP002	SLCLTFP003	SLCLTFP007	SLCLTFP008	SLCLTFP009	SLCLTFP013	SLCLTFP014	SLCLTFP015	SLCLTFP019	SLCLTFP020	SLCLTFP021	SLCLTFP025	SLCLTFP026	SLCLTFP027	SLCLTFP031	SLCLTFP032	SLCLTFP033	SLCLTFP037	SLCLTFP038	SLCLTFP039	SLCLTFP043	SLCLTFP044	SLCLTFP045	SLCLTFP049	SLCLTFP050	SLCLTFP051	SLCLTFP055	SLCLTFP056	SLCLTFP057	SLCLTFP061	SLCLTFP062	SLCLTFP063	SLCLTFP067	SLCLTFP068	SLCLTFP069	SLCLTFP073	SLCLTFP074	SLCLTFP075	SLCLTFP079	SLCLTFP080	SLCLTFP081	SLCLTFP091	SLCLTFP092	SLCLTFP093	SLCLTFP097	SLCLTFP098	SLCLTFP099	SLCLTFP103	SLCLTFP104	SLCLTFP105	SLCLTFP109	SLCLTFP110	SLCLTFP111	SLCLTFP115	SLCLTFP116	SLCLTFP117	SLCLTFP121	SLCLTFP122	SLCLTFP123	SLCLTFP127	SLCLTFP128	SLCLTFP129	SLCLTFP133	SLCLTFP134	SLCLTFP135	SLCLTFP139	SLCLTFP140	SLCLTFP141	SLCLTFP145	SLCLTFP146	SLCLTFP147	SLCLTFP151	SLCLTFP152	SLCLTFP153	SLCLTFP157	SLCLTFP158	SLCLTFP159	SLCLTFP163	SLCLTFP164	SLCLTFP165	SLCLTFP169	SLCLTFP170	SLCLTFP171	SLCLTFP175	SLCLTFP176	SLCLTFP177	SLCLTFP181	SLCLTFP182	SLCLTFP183	taxonomy
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002	8305	7754	3350	5108	2736	3927	1916	2688	1791	4389	4082	2709	1608	2226	2061	3629	4782	2040	4059	4451	3768	8190	6926	7947	213	301	284	3480	2354	1507	1169	3034	1762	6019	4523	2752	336	900	731	1835	2753	1117	4566	5471	2031	433	2797	2155	1760	1707	1620	3955	2180	1566	2908	3213	2724	3260	3510	3785	3160	6625	6315	6481	7398	6617	3698	4095	2018	2560	2530	1397	8449	1551	8334	3513	5922	8024	1575	3675	4209	3973	1480	2826	5036	4770	2523	3282	3979	927	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	50418	35955	19479	31584	21725	31653	22906	26711	17131	11537	18637	12896	17413	21328	19438	22398	34082	17253	27020	20159	18838	49852	40107	52304	513	684	630	15398	9818	5929	907	2498	1604	19911	12085	8626	790	1449	1176	4191	5433	2560	16998	11907	7790	2089	11951	8740	5365	4106	4747	11882	5468	3609	18670	20410	16423	7121	7720	9247	5193	14758	13871	16407	15357	14830	15792	17026	9516	14316	12370	8044	49202	373	31487	12294	21676	32045	3531	6531	8318	27276	6090	18028	19985	16385	9844	17927	25330	3188	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	25777	23109	7474	12464	4743	7364	8331	12600	4425	26352	37139	7768	16369	13491	11468	40597	56568	25545	5138	3571	2409	7336	7926	4413	28136	34523	30142	41428	21157	10451	27805	51657	22603	11421	7526	4497	18686	40208	29878	36656	31516	11723	32421	30462	12985	11378	51040	35256	93282	50258	41522	30651	14057	7546	7534	7913	5589	12526	13157	26409	15636	43279	40527	115921	76837	43569	17450	14341	6324	21661	18696	8238	4735	22938	2234	21770	18053	20731	49136	122174	42488	16197	3497	4528	18445	12108	6730	11431	6901	1110	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	89	87	0	286	147	191	251	321	216	0	0	0	0	0	0	0	0	0	326	322	307	590	473	567	0	0	0	656	466	289	0	0	0	1128	904	522	50	189	103	406	558	272	800	955	408	121	548	372	344	330	327	701	392	311	470	562	524	0	0	0	96	0	0	0	0	0	647	718	320	412	414	242	537	0	471	285	494	700	214	646	751	752	262	518	845	838	403	557	662	161	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	576	487	150	237	136	125	75	140	88	58	58	123	12	41	18	26	49	28	79	78	59	154	226	126	64	70	75	64	43	26	16	47	28	60	41	38	111	144	91	23	59	35	41	53	27	0	49	57	61	43	53	96	58	23	23	37	38	31	58	75	40	107	93	140	82	54	35	37	9	42	33	39	94	85	96	100	80	77	50	150	133	70	41	27	105	94	42	55	36	31	
k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__;g__	218	368	295	291	330	564	402	387	562	44	433	56	453	497	593	342	445	549	147	234	159	197	235	243	167	137	183	111	129	74	290	463	423	310	283	244	98	142	90	215	274	312	0	17	0	36	107	75	155	77	193	7	4	0	240	313	411	367	342	493	263	333	451	479	334	544	337	272	215	96	72	51	177	0	329	79	80	168	1241	9	162	426	278	482	641	414	573	663	778	807	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	14841	11459	2249	17297	7444	4214	8880	24527	6943	143	335	4634	62	247	32	47	42	24	8034	8304	2935	6250	4240	2229	52	83	105	34	26	21	16	36	34	18	24	21	27	25	20	18	24	0	21	21	13	0	33	25	16	0	0	37	13	0	11	30	42	0	0	16	0	73	37	15	16	8	12	0	0	0	8	0	1452	14	789	1969	1130	1019	24	67	32	25	56	12	20	0	0	9	15	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0	8	6	0	0	11	0	0	7	0	0	0	0	0	0	2	5	2	0	8	11	0	12	9	0	0	0	0	2	9	0	14	10	27	41	25	19	22	3	0	5	3	0	0	0	0	0	11	0	0	8	0	8	0	15	9	9	15	20	8	0	0	7	0	0	0	14	12	7	4	0	10	0	0	16	0	0	13	23	0	0	0	12	0	0	0	10	0	17	24	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__	15	37	26	12	15	33	41	51	54	7	20	0	32	35	51	24	18	37	20	38	83	23	56	53	55	73	62	48	51	60	9	14	0	97	70	75	17	26	27	9	14	35	8	12	15	0	15	17	11	0	11	26	25	10	45	89	109	15	17	23	92	43	67	19	13	21	42	23	29	28	14	28	0	34	40	0	0	59	60	3	29	76	50	88	64	59	128	96	107	103	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Catabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae R-7 group	25	41	27	45	24	40	247	342	223	25	27	32	108	98	94	36	27	62	130	259	229	40	68	82	28	55	49	87	72	62	47	47	43	72	54	56	38	53	63	82	86	85	0	17	10	4	20	27	31	9	14	44	22	13	82	81	92	29	25	21	859	1088	920	42	40	53	0	0	0	0	0	0	179	2	345	119	136	255	40	0	19	111	122	75	59	22	43	115	122	82	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia UCG-014;f__;g__	606	954	758	1194	1002	1648	3080	4291	5130	180	1072	190	2624	2266	3232	1338	1290	1881	2048	2843	1773	648	696	716	808	690	936	2689	2215	1554	798	1171	1199	854	649	530	826	966	824	2312	3145	3076	132	241	117	190	499	430	662	486	714	591	447	290	1770	1710	1824	1639	2040	2156	1468	2567	2884	3548	2786	4166	1840	1522	1215	274	243	174	3049	19	4301	2418	1983	4891	956	107	174	2163	1464	3989	464	394	460	4081	4157	4098	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group;f__;g__	174	1089	535	364	442	430	375	674	1343	46	481	90	46	354	636	280	409	159	44	906	1247	169	1562	202	1665	1201	1019	366	1064	495	32	637	567	686	1450	485	757	591	152	229	653	897	35	534	210	34	211	224	286	661	1079	1192	2231	1365	1740	2494	743	439	556	72	1809	994	291	561	547	1038	426	1083	636	526	1490	779	15	733	236	82	140	1308	273	15	122	336	1526	466	225	406	494	284	938	720	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus	48	82	38	38	16	28	136	226	87	44	63	49	107	162	93	45	88	45	47	163	107	65	622	190	102	179	150	124	80	69	21	74	77	34	34	42	23	20	23	29	38	26	12	21	11	6	16	25	20	24	35	19	24	12	42	293	243	33	47	60	40	174	100	23	30	33	21	23	21	20	15	23	19	56	65	10	22	38	27	24	34	759	41	42	26	43	38	51	52	21	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium sensu stricto 1	23	857	22	29	23	26	15	75	38	0	148	9	19879	22682	33723	209	147	274	7	12	11	55	373	99	150	168	270	29375	26110	19732	22	29	45	50	0	21	17	0	0	0	12	8	0	11	0	0	0	0	13	0	0	0	0	0	11146	9978	10065	0	0	22	107	30	31	0	0	12	8	0	0	0	17	0	0	0	24	11	17	20	0	0	6	0	0	9	9	10	16	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium sensu stricto 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	20	20	48	16	32	69	10	0	67	0	20	5	3	13	22	20	22	35	9	48	30	7	31	27	58	44	58	20	29	52	3	20	51	15	13	24	12	10	17	11	6	30	0	7	0	0	0	18	0	9	9	7	16	9	46	43	54	22	35	39	50	86	165	9	6	24	17	17	49	2	3	7	8	10	53	21	16	89	18	13	9	9	29	26	9	8	15	0	33	25	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae UCG-011	56	43	39	36	28	68	169	181	187	0	10	0	50	67	77	11	10	10	13	24	37	12	22	34	27	24	25	0	0	0	34	33	35	70	31	20	25	30	29	40	43	51	0	0	0	0	0	0	0	0	0	0	0	0	53	37	57	47	29	24	99	89	111	41	31	41	0	0	0	0	0	5	24	0	108	13	23	102	7	0	0	21	17	12	0	0	0	13	10	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__	10422	24204	37992	5317	12245	23478	3012	3665	15311	8123	22183	20517	3129	6736	15683	14612	20030	19703	2096	11673	15790	7113	41900	24841	20709	13095	21776	5945	15544	14493	6789	20919	33209	17493	18560	24375	21916	14494	17824	3583	6978	19956	3869	13124	13364	6049	14715	18744	6681	14842	27499	17589	32340	17591	38445	37019	41917	24425	25457	19195	20812	9979	14423	9715	10738	26541	30442	32024	32776	16724	22083	32497	1327	6252	21227	1834	4775	18579	28558	4087	17484	7178	18587	12434	13502	23899	30496	6485	12650	16184	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__28-4	43	49	69	36	35	50	0	18	31	174	260	284	61	146	150	77	211	89	45	151	242	268	8177	487	44	33	63	70	88	62	18	38	42	316	709	217	559	307	317	89	261	343	53	352	163	213	1060	916	361	1376	1548	216	485	227	181	483	264	146	166	216	304	42	43	548	422	379	2140	2108	1773	94	181	242	43	482	101	35	41	90	58	41	63	31	75	49	42	74	52	29	53	54	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2	21	111	126	342	314	599	39	38	156	62	324	56	104	131	367	69	170	169	0	74	126	256	1461	333	118	151	193	139	259	407	178	680	990	376	350	708	816	444	744	139	267	709	109	541	727	180	313	747	195	341	622	293	383	323	502	471	1213	519	366	386	318	84	146	124	151	315	277	327	446	364	426	814	8	771	134	13	38	80	193	0	178	79	124	91	121	101	279	107	131	287	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASF356	40	209	363	109	369	555	234	190	1626	74	785	1204	183	460	1458	385	921	386	79	3586	5669	241	2253	1289	2614	1677	3644	472	403	289	0	19	72	1815	980	2353	3209	946	2559	316	510	1422	90	375	419	219	354	630	373	1055	2156	558	1231	823	1304	917	929	104	114	68	7916	809	3004	250	237	911	1294	2295	2554	899	1133	2567	22	153	455	28	28	245	735	20	2871	273	1664	1589	1770	4886	8883	360	1153	2033	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	48	172	162	80	57	164	9	28	47	19	183	24	20	60	63	89	165	43	0	0	33	0	321	18	76	37	71	14	170	71	0	0	11	367	346	368	1057	164	183	14	66	246	0	130	0	18	58	51	116	95	384	324	381	287	16	337	216	31	26	91	305	39	22	316	277	538	1252	962	962	1120	1434	2004	0	98	45	0	5	25	33	0	413	86	190	97	584	664	751	64	49	90	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	30	38	47	24	17	32	19	0	19	16	34	36	15	0	41	26	31	22	0	27	38	33	80	29	33	0	25	39	39	60	0	24	31	43	0	56	43	29	33	0	25	32	0	0	24	0	38	36	0	46	54	59	35	31	55	51	43	39	30	43	51	26	37	31	22	43	42	34	40	40	27	42	0	108	43	0	29	35	41	35	61	24	54	44	25	51	43	28	38	35	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	22	58	25	15	0	14	0	0	6	0	171	22	145	440	442	114	208	142	29	73	85	74	128	27	1684	1247	1900	341	763	605	0	0	13	753	633	642	336	141	123	376	1004	2422	0	0	0	0	0	8	18	21	75	0	15	0	710	788	1100	45	68	51	1107	827	715	51	95	239	26	16	0	11	11	13	78	32	549	82	103	324	397	29	236	689	1054	1674	282	280	531	643	1363	1638	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	67	66	102	74	20	97	46	68	96	97	45	81	17	39	85	60	62	51	90	189	96	83	189	89	141	207	167	86	96	102	22	91	65	51	90	101	95	74	64	38	48	70	40	32	43	17	59	69	33	98	105	76	79	27	105	120	97	86	78	93	155	202	236	79	42	103	116	96	93	32	90	84	72	240	103	78	36	85	91	92	118	50	111	79	72	143	128	81	75	62	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	552	782	312	593	533	0	0	0	126	105	134	541	480	598	58	51	130	0	0	0	0	0	0	0	0	0	0	0	0	269	288	327	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	182	183	106	68	213	227	119	176	214	0	131	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	0	12	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	6	4	0	0	0	131	103	173	540	385	358	0	0	0	0	0	0	0	0	26	0	0	0	44	36	71	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	24	26	32	18	12	30	0	8	0	0	18	0	0	0	26	22	0	0	8	0	0	0	49	0	18	13	21	17	0	30	0	17	19	16	23	18	25	0	13	0	14	0	15	9	0	0	19	21	12	27	0	30	19	0	23	32	28	0	25	25	15	16	22	29	15	25	28	16	28	0	25	21	0	42	19	16	14	18	0	22	27	6	32	18	0	39	33	13	25	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	332	1035	788	356	591	795	63	134	362	705	743	1265	191	535	741	345	563	407	56	183	267	118	1083	355	699	692	837	230	619	575	243	445	389	821	658	820	805	635	628	377	687	1138	55	245	147	67	192	158	215	293	404	337	378	301	294	309	314	628	761	692	993	465	557	420	547	1224	1328	1072	1241	740	757	881	8	169	603	29	83	341	287	16	359	873	1418	1054	625	641	780	804	959	445	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	3067	6840	9313	2982	5309	9154	1022	1135	7956	4657	7111	11160	1586	5145	11406	6119	6651	7234	788	4604	5846	3189	7310	6713	13748	12808	17173	3843	12035	8744	2499	7603	9906	8189	7480	9816	5648	4512	6906	1779	2848	6619	1192	4165	3186	1316	4034	5216	2242	6546	11551	3454	8382	4111	16673	17569	18387	8848	9918	8899	6763	3399	8209	2214	2938	7687	7100	7540	8192	3041	4639	6757	950	2041	9599	1946	2703	9249	14755	21638	14347	3042	6086	5300	3771	7233	9364	2679	6037	6355	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae AC2044 group	99	361	357	19	25	48	49	158	273	59	0	127	0	19	0	10	0	0	239	67	194	9	46	0	56	46	57	0	0	0	0	0	10	0	0	0	14	0	0	0	0	0	0	0	0	12	27	17	0	0	12	16	26	0	0	0	13	0	0	0	98	39	12	0	0	0	834	589	644	0	13	0	0	0	0	0	0	21	10	0	19	17	35	41	16	28	35	0	24	21	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae FCS020 group	234	592	776	397	746	1400	45	55	224	268	895	794	115	223	480	671	823	731	32	164	273	438	2581	1560	341	297	404	197	308	287	400	1425	2302	933	613	772	720	429	446	83	156	634	488	1650	1264	747	2402	3059	686	1443	3405	2210	4927	2957	1042	1108	725	1050	1058	1201	384	136	192	1308	1505	4744	847	961	821	742	762	978	29	248	296	14	40	77	1195	77	827	187	399	287	629	934	1152	204	329	583	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae ND3007 group	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK3A20 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae NK4A136 group	5181	10815	16753	2486	7205	11424	744	958	4064	2749	14331	9760	818	4280	6673	4037	12716	5862	299	3502	5257	1452	24344	8333	7282	9779	11096	3768	10766	9359	1025	6193	7376	7020	10804	9019	12109	5230	5911	942	2681	6345	608	3499	3226	1070	4506	4207	2935	5869	8169	5687	8057	4161	3104	9371	6142	10050	10084	9478	3935	1840	1909	3642	4724	10417	8722	7795	7426	9711	9704	10577	171	20554	8195	428	2456	8713	3023	176	4031	2403	7325	3476	6576	8343	8054	2606	4078	4201	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-001	62	407	304	68	20	126	36	55	923	265	8802	118	0	42	20	379	4086	481	17	21	53	36	16215	114	1273	494	1504	385	327	393	0	97	62	2695	5275	12766	13793	8208	8050	211	1051	5904	217	3115	4020	855	1881	6757	2510	6563	11706	5118	13539	6688	68	237	911	331	358	180	9341	98	79	379	388	1123	3552	6702	12240	1949	5458	10797	11	94	105	0	23	69	1026	2096	20914	4643	63034	6870	4065	21650	22829	1556	6676	3670	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-002	108	175	269	19	82	161	30	39	270	140	162	360	0	0	37	122	182	184	0	81	120	0	28	0	135	120	148	53	215	173	0	44	36	117	137	218	43	46	54	19	36	104	17	48	83	32	165	154	36	127	224	85	186	87	222	280	310	65	65	48	253	194	264	0	0	0	240	279	309	83	152	206	8	0	400	29	83	351	96	0	136	159	239	211	126	323	363	86	290	285	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-004	149	314	616	54	210	399	45	24	423	45	246	239	0	64	286	197	247	240	36	295	365	69	595	447	534	489	731	86	285	249	0	51	89	504	300	783	274	266	487	105	195	774	33	69	220	82	213	361	73	277	510	97	389	255	643	574	651	272	229	231	417	175	454	0	0	0	559	887	868	249	419	639	26	0	645	25	44	339	750	0	232	62	243	202	216	442	686	118	260	460	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-006	7986	11685	27326	3302	7257	12319	545	1028	2183	4062	8690	9348	1003	2345	4800	7087	8371	8306	4986	22689	25552	1793	8006	5640	4449	4824	6859	7255	28127	26608	692	2602	3839	2802	1605	3036	7864	6533	10283	1115	1674	4601	346	1103	1240	913	2243	3097	2163	5820	9720	2903	7204	4226	12179	11657	13917	7058	8385	8453	2984	1691	2999	363	460	1151	1591	1943	2309	886	1075	1929	1863	949	17603	4456	7908	30743	9549	13118	10188	10603	16905	13944	1217	1849	2665	2376	11515	4588	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-010	8	18	32	12	28	35	13	18	34	7	27	17	0	0	12	11	21	26	0	10	15	0	28	19	53	44	64	8	24	33	0	10	25	26	18	28	34	33	52	0	5	36	0	8	11	9	30	42	17	52	86	23	35	44	5	34	30	10	15	11	40	0	5	10	10	30	49	41	47	28	16	32	0	0	6	0	0	0	0	0	26	17	75	41	27	21	62	15	53	24	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	2445	2194	2193	1813	1294	2386	1134	1835	2343	1960	866	2406	731	663	893	1530	514	1087	433	2013	2547	2442	3633	2447	388	495	563	1995	1466	1353	983	1310	1515	4762	1558	2482	2201	1989	2095	1672	2193	2518	797	1356	771	630	1138	1390	1887	2049	2033	3358	2170	1188	2490	2711	2998	1677	1935	1662	2121	1053	2582	1322	1473	2522	1910	1959	1674	2410	2092	2869	621	534	2330	835	805	1386	1992	1267	1891	1473	1090	1906	2308	938	2387	1094	2465	1527	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
