OTU ID	SLCLTDTT028	SLCLTDTT029	SLCLTDTT030	SLCLTDTT034	SLCLTDTT035	SLCLTDTT036	SLCLTDTT040	SLCLTDTT041	SLCLTDTT042	SLCLTDTT046	SLCLTDTT047	SLCLTDTT048	SLCLTDTT052	SLCLTDTT053	SLCLTDTT054	SLCLTDTT058	SLCLTDTT059	SLCLTDTT060	SLCLTDTT064	SLCLTDTT065	SLCLTDTT066	SLCLTDTT070	SLCLTDTT071	SLCLTDTT072	SLCLTDTT076	SLCLTDTT077	SLCLTDTT078	SLCLTDTT082	SLCLTDTT083	SLCLTDTT084	SLCLTDTT004	SLCLTDTT005	SLCLTDTT006	SLCLTDTT010	SLCLTDTT011	SLCLTDTT012	SLCLTDTT016	SLCLTDTT017	SLCLTDTT018	SLCLTDTT022	SLCLTDTT023	SLCLTDTT024	SLCLTDTT094	SLCLTDTT095	SLCLTDTT096	SLCLTDTT100	SLCLTDTT101	SLCLTDTT102	SLCLTDTT106	SLCLTDTT107	SLCLTDTT108	SLCLTDTT112	SLCLTDTT113	SLCLTDTT114	SLCLTDTT118	SLCLTDTT119	SLCLTDTT120	SLCLTDTT124	SLCLTDTT125	SLCLTDTT126	SLCLTDTT130	SLCLTDTT131	SLCLTDTT132	SLCLTDTT136	SLCLTDTT137	SLCLTDTT138	SLCLTDTT142	SLCLTDTT143	SLCLTDTT144	SLCLTDTT148	SLCLTDTT149	SLCLTDTT150	SLCLTDTT154	SLCLTDTT155	SLCLTDTT156	SLCLTDTT160	SLCLTDTT161	SLCLTDTT162	SLCLTDTT166	SLCLTDTT167	SLCLTDTT168	SLCLTDTT172	SLCLTDTT173	SLCLTDTT174	SLCLTDTT178	SLCLTDTT179	SLCLTDTT180	SLCLTDTT184	SLCLTDTT185	SLCLTDTT186	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae AC2044 group	0	0	0	13	154	26	0	73	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	275	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	0	16	25	0	0	0	0	11	0	0	0	0	8	8	0	0	0	0	0	3	0	0	6	6	0	0	0	0	0	0	0	0	11	0	18	8	0	10	0	4	21	0	3	0	0	12	0	23	0	0	0	18	11	4	0	0	0	0	0	0	0	0	0	0	0	0	3	6	8	14	16	18	12	21	44	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] nodatum group	0	0	0	0	22	22	0	21	0	0	0	0	12	0	19	0	0	0	0	0	0	35	4	0	3	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	37	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214 group	0	0	0	0	65	72	0	48	4	0	0	6	8	0	31	11	0	6	0	0	0	67	31	65	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	0	34	8	0	0	0	0	14	0	0	0	4	0	0	0	0	4	0	0	0	0	0	9	0	0	31	0	0	0	13	0	0	33	0	15	0	9	0	0	0	0	0	0	102	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	18	16	0	14	20	9	23	0	0	23	0	12	22	9	22	11	0	0	18	0	0	9	20	23	14	19	0	17	0	0	0	17	0	10	17	15	0	24	16	28	15	0	0	19	0	14	1557	17	23	22	12	17	235	14	15	0	12	17	252	0	23	18	16	0	270	9	17	10	0	0	331	0	25	0	19	14	34	14	17	16	0	0	0	16	13	22	28	0	14	11	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__	0	0	0	8	54	23	5	57	11	0	0	9	0	0	28	4	0	0	8	0	0	18	6	22	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	19	15	25	0	40	0	0	0	9	14	0	0	0	0	6	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium] brachy group	0	0	0	8	14	26	2	5	4	0	0	5	0	8	0	7	9	10	0	7	0	27	0	20	0	7	15	18	54	21	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	15	0	5	13	7	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	14	0	7	6	3	0	5	0	0	13	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9	11	18	9	12	46	52	0	34	15	16	0	14	15	35	17	0	0	14	14	10	11	6	13	28	0	0	22	18	18	19	13	0	26	0	18	19	0	26	17	0	0	0	13	0	14	23	5063	40	13	0	15	19	506	12	15	18	14	14	633	0	0	12	11	21	706	11	5	10	6	5	1531	20	14	21	17	19	41	0	19	0	0	0	0	15	6	16	26	0	0	26	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella	0	0	0	0	29	26	0	19	0	0	0	0	0	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__	0	0	0	0	25	20	0	19	8	0	4	0	0	7	37	0	0	0	0	0	0	25	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	3	0	15	0	0	0	3	0	9	0	4	7	0	0	0	0	0	0	12	0	12	0	10	5	0	0	0	0	0	34	0	6	
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	0	9	10	0	12	0	0	0	3	0	0	0	24	17	16	4	0	4	0	32	155	16	118	16	18	22	15	7	0	0	7	103	131	12	73	175	0	30	0	14	127	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	16	57	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	0	0	0	9	0	19	13	10	7	15	0	11	12	0	13	15	0	6	0	0	0	0	0	9	0	0	0	0	13	0	0	13	19	0	0	0	0	9	15	16	0	0	0	7	0	0	2387	36	0	0	0	15	335	0	15	7	0	0	405	0	20	12	0	0	373	0	0	0	0	0	531	0	15	31	0	0	31	16	0	10	0	10	14	10	0	5	25	0	0	11	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	3	18	0	0	0	0	0	9	0	0	0	0	0	23	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819	0	0	4	0	11	7	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	56	10	36	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	5	0	0	0	4	22	0	0	5	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae UCG-011	0	0	0	0	0	7	0	0	7	2	0	0	0	0	13	0	0	0	0	0	5	26	28	14	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	5	0	0	40	0	0	5	6	4	0	0	0	0	0	0	0	0	0	0	45	0	0	2	0	0	0	0	0	0	0	10	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae UCG-010	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium	9	28	41	0	6	0	0	6	0	0	4	2	0	26	13	0	0	13	6	9	43	10	121	21	17	24	20	0	0	0	0	380	265	0	18	33	10	32	0	11	201	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	59	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	0	0	0	22	27	19	17	0	24	24	0	27	19	22	0	0	26	0	19	0	0	24	31	23	0	29	0	0	0	17	32	22	36	0	28	6	0	0	28	0	21	9	27	24	12	21	769	84	17	0	25	0	146	0	25	24	19	30	122	0	39	15	33	25	171	19	17	28	0	0	244	16	29	54	21	31	37	14	28	15	0	25	35	31	0	20	45	0	17	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	0	0	2	0	18	16	0	26	3	0	0	0	0	13	24	6	2	0	4	0	0	0	0	3	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	14	0	0	0	0	0	0	0	4	0	6	8	7	5	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	5	3	7	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	7	22	0	5	0	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	18	19	0	58	0	0	2	0	0	0	0	0	0	0	0	5	11	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	0	12	39	0	51	49	0	74	0	0	0	0	40	34	49	0	0	16	0	0	0	12	33	23	18	0	16	0	0	0	0	23	43	0	25	27	0	47	0	8	94	10	0	0	20	0	26	25	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	16	18	62	0	121	0	0	0	0	0	0	0	0	9	10	0	10	11	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__	0	0	0	3	44	10	0	11	5	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	3	4	0	0	0	0	0	7	5	5	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	2	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	0	0	0	0	65	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	36	0	10	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	19	50	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Papillibacter	0	0	0	0	8	10	0	11	0	0	0	0	0	11	6	0	0	0	0	0	0	16	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus	0	13	28	4	110	47	2	33	12	0	0	4	0	45	30	8	5	0	0	0	0	0	70	11	5	11	25	12	0	0	0	12	34	0	21	18	0	68	0	11	73	19	14	6	17	5	34	17	0	0	0	0	0	0	0	13	0	0	0	4	11	5	2	3	0	0	0	0	0	0	0	9	10	0	62	0	115	0	0	0	0	0	0	0	0	6	0	0	5	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family XIII AD3011 group	0	0	0	0	10	5	0	11	0	0	0	0	0	0	37	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	3	0	6	0	0	0	0	0	0	0	5	0	7	0	5	0	0	0	7	0	0	0	7	0	0	0	8	0	0	0	0	0	0	30	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia	0	0	0	0	21	0	0	36	0	0	0	0	0	10	30	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	0	0	0	0	18	0	0	10	3	0	0	0	8	8	10	0	3	0	0	0	0	0	29	9	0	4	0	4	0	0	0	25	0	0	9	10	0	11	0	3	36	5	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus] torques group	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	12	0	0	0	0	14	0	14	0	0	0	0	0	0	1769	0	0	7	0	0	275	0	0	0	0	0	340	0	0	0	0	0	389	0	0	0	0	0	466	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Hydrogenophilus	2	9	18	2	46	30	0	21	0	0	0	8	12	26	11	0	0	7	0	0	0	3	58	8	9	0	7	0	0	2	0	14	26	0	10	13	0	29	0	15	48	0	4	0	13	0	11	26	0	3	0	3	5	0	0	0	7	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	14	44	0	67	0	0	0	0	0	0	0	0	0	4	0	0	0	
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	0	5	9	0	0	0	0	6	0	0	0	3	12	9	14	0	0	5	0	30	151	9	172	16	44	49	41	8	0	0	0	84	27	0	15	29	0	17	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	0	0	0	0	21	17	0	14	9	0	0	0	0	0	16	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	128	0	0	0	0	0	13	0	0	0	0	0	24	0	0	0	0	0	23	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	0	0	0	0	18	5	0	11	0	0	0	0	0	4	24	0	0	0	0	0	0	8	5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0	8	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7	0	6	0	0	0	19	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	13	0	0	0	9	0	12	0	0	0	0	0	0	15	0	0	14	0	7	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	19	10	0	0	32	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0	0	0	0	17	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	3	0	5	0	2	0	4	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	21	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium] hallii group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	17	0	0	0	0	208	0	0	0	0	0	192	0	0	0	0	0	204	0	0	0	0	0	277	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	3	2	102	0	6	0	2	0	144	0	0	0	0	0	132	0	0	0	0	0	265	0	0	0	7	0	15	0	0	0	0	0	0	0	0	0	3	0	7	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	130	0	0	0	0	0	170	0	0	0	0	0	193	0	0	0	0	0	219	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	670	0	0	0	8	0	128	0	9	0	0	0	165	0	0	0	0	0	120	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Muribacter	0	18	11	0	0	0	0	0	0	0	0	0	0	54	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas	0	0	0	0	0	0	0	4	2	7	7	0	0	0	9	0	0	0	0	5	0	0	0	5	0	0	0	0	0	7	0	3	0	0	0	0	6	0	8	5	0	0	0	0	0	0	535	0	0	0	5	0	78	0	0	0	3	0	83	0	0	0	0	9	111	0	0	0	0	4	141	0	7	0	0	0	0	0	9	0	0	0	9	0	0	6	0	0	0	4	
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	62	11	0	0	27	16	28	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	28	0	0	0	0	0	9	0	0	0	0	0	28	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	0	5	0	0	17	43	0	3	6	0	0	2	0	0	5	0	0	0	0	0	0	5	19	7	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	5	0	0	0	0	24	20	0	13	0	0	0	6	0	0	0	0	0	0	7	7	0	2	0	0	0	0	0	0	0	15	8	23	39	0	110	0	0	5	0	0	0	0	0	0	0	0	0	12	
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	64	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	0	8	0	6	0	0	0	7	9	0	0	0	14	0	0	8	0	0	0	0	0	0	0	10	0	0	9	0	0	8	0	8	11	0	0	0	0	0	5	8	0	4	0	6	12	0	85	0	0	6	0	0	17	0	0	0	0	0	11	0	0	5	16	0	19	0	6	0	0	0	28	5	0	0	0	0	12	0	15	0	0	0	0	7	0	0	0	0	6	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__;g__	0	0	17	0	33	18	0	22	4	0	0	0	9	10	0	0	0	0	0	0	0	0	23	9	5	4	5	4	0	0	0	10	18	3	12	9	0	20	0	3	18	3	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	16	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0	0	0	0	11	11	0	25	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	15	22	0	0	12	6	5	0	13	3	5	0	0	0	0	4	11	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	8	0	5	38	22	0	81	0	0	0	0	0	0	0	0	6	0	0	0	6	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae ND3007 group	8	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	290	0	0	0	0	0	56	0	0	0	0	0	59	0	0	0	0	0	52	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	8	0	0	0	0	96	0	13	0	0	0	121	0	0	0	0	0	143	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0	0	10	0	9	13	0	13	0	0	0	0	0	0	5	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	4	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	43	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	16	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	
k__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
